agency,date,id5,id4,metro,uza,uza_name,value,count,last,indexed,value_ave,last_rank,indexed_ave
San Francisco Municipal Railway,5/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9448881,120,8618540,0.429134442,8965819.667,9,0.207104472
San Francisco Municipal Railway,6/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8933394,120,8618540,0.351167514,8982986.167,9,0.209415667
San Francisco Municipal Railway,7/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9247684,120,8618540,0.398703584,9025535.417,9,0.215144244
San Francisco Municipal Railway,8/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9768640,120,8618540,0.477497693,9029634,9,0.215696053
San Francisco Municipal Railway,9/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9074529,120,8618540,0.372514051,9010293.833,9,0.213092208
San Francisco Municipal Railway,10/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9583364,120,8618540,0.449474871,9021686.417,9,0.214626038
San Francisco Municipal Railway,11/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9224933,120,8618540,0.395262516,9047283.583,9,0.218072288
San Francisco Municipal Railway,12/1/17,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9247684,120,8618540,0.398703584,9106490.833,9,0.226043599
San Francisco Municipal Railway,1/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9432960,120,8618540,0.426726406,9199062.5,9,0.238506896
San Francisco Municipal Railway,2/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8542944,120,8618540,0.292112316,9225870.25,9,0.242116131
San Francisco Municipal Railway,3/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9618236,120,8618540,0.454749228,9254356.5,9,0.24595135
San Francisco Municipal Railway,4/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9224933,120,8618540,0.395262516,9279015.167,9,0.249271246
San Francisco Municipal Railway,5/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9583364,120,8618540,0.449474871,9290222.083,9,0.250780078
San Francisco Municipal Railway,6/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9259805,120,8618540,0.400536874,9317423,9,0.254442247
San Francisco Municipal Railway,7/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9314456,120,8618540,0.408802786,9322987.333,9,0.255191396
San Francisco Municipal Railway,8/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9690817,120,8618540,0.465727037,9316502.083,9,0.25431826
San Francisco Municipal Railway,9/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8804430,120,8618540,0.331661829,9293993.833,9,0.251287884
San Francisco Municipal Railway,10/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9690817,120,8618540,0.465727037,9302948.25,9,0.252493453
San Francisco Municipal Railway,11/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9145961,120,8618540,0.383318075,9296367.25,9,0.251607427
San Francisco Municipal Railway,12/1/18,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9161105,120,8618540,0.385608591,9289152.333,9,0.250636053
San Francisco Municipal Railway,1/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9349286,120,8618540,0.414070792,9282179.5,9,0.249697273
San Francisco Municipal Railway,2/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8467440,120,8618540,0.280692406,9275887.5,9,0.248850155
San Francisco Municipal Railway,3/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9349286,120,8618540,0.414070792,9253475,9,0.24583267
San Francisco Municipal Railway,4/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9334142,120,8618540,0.411780276,9262575.75,9,0.247057941
San Francisco Municipal Railway,5/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9502636,120,8618540,0.437264836,9255848.417,9,0.246152213
San Francisco Municipal Railway,6/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8992610,120,8618540,0.360123879,9233582.167,9,0.243154418
San Francisco Municipal Railway,7/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8636630,120,8618540,0.306282236,9177096.667,9,0.235549547
San Francisco Municipal Railway,8/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",9301623,120,8618540,0.406861807,9144663.833,9,0.231182984
San Francisco Municipal Railway,9/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8287657,120,8618540,0.253500395,9101599.417,9,0.225385047
San Francisco Municipal Railway,10/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8994607,120,8618540,0.360425923,9043581.917,9,0.217573917
San Francisco Municipal Railway,11/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8931645,120,8618540,0.35090298,9025722.25,9,0.215169398
San Francisco Municipal Railway,12/1/19,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8177460,120,8618540,0.236833201,8943751.833,9,0.204133391
San Francisco Municipal Railway,1/1/20,90015,9015,"San Francisco-Oakland, CA",13,"San Francisco-Oakland, CA",8618540,120,8618540,0.30354614,8882856.333,9,0.195934784
Southeastern Pennsylvania Transportation Authority,1/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13189302,120,11536337,0.123766943,13657578.33,5,0
Southeastern Pennsylvania Transportation Authority,2/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12634290,120,11536337,0.076478305,13732378.5,5,0.005476825
Southeastern Pennsylvania Transportation Authority,3/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15313363,120,11536337,0.304743127,13640389.92,5,-0.001258526
Southeastern Pennsylvania Transportation Authority,4/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13798194,120,11536337,0.175646315,13689801.33,5,0.002359349
Southeastern Pennsylvania Transportation Authority,5/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14575444,120,11536337,0.241870279,13515216.17,5,-0.010423676
Southeastern Pennsylvania Transportation Authority,6/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12985570,120,11536337,0.106408384,13424776.25,5,-0.017045634
Southeastern Pennsylvania Transportation Authority,7/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",11562426,120,11536337,-0.01484763,13595237.25,5,-0.004564578
Southeastern Pennsylvania Transportation Authority,8/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12265347,120,11536337,0.045043286,13495706.92,5,-0.011852132
Southeastern Pennsylvania Transportation Authority,9/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13490693,120,11536337,0.149446334,13604757.25,5,-0.003867529
Southeastern Pennsylvania Transportation Authority,10/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14662687,120,11536337,0.249303637,13750626.67,5,0.006812945
Southeastern Pennsylvania Transportation Authority,11/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14076707,120,11536337,0.199376434,13589984.92,5,-0.004949151
Southeastern Pennsylvania Transportation Authority,12/1/11,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13994244,120,11536337,0.192350346,13545688.92,5,-0.008192478
Southeastern Pennsylvania Transportation Authority,1/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14031190,120,11536337,0.195498253,13615846.25,5,-0.003055599
Southeastern Pennsylvania Transportation Authority,2/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14258152,120,11536337,0.214836076,13751168.08,5,0.006852587
Southeastern Pennsylvania Transportation Authority,3/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15177403,120,11536337,0.293158939,13739838.08,5,0.006023011
Southeastern Pennsylvania Transportation Authority,4/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13993633,120,11536337,0.192298287,13756124.67,5,0.007215506
Southeastern Pennsylvania Transportation Authority,5/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14691181,120,11536337,0.251731408,13765769.42,5,0.007921689
Southeastern Pennsylvania Transportation Authority,6/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13926191,120,11536337,0.186552032,13844154.5,5,0.013660999
Southeastern Pennsylvania Transportation Authority,7/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13978947,120,11536337,0.191046997,14045531.25,5,0.028405689
Southeastern Pennsylvania Transportation Authority,8/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13917394,120,11536337,0.185802502,14183201.83,5,0.038485849
Southeastern Pennsylvania Transportation Authority,9/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15145411,120,11536337,0.290433127,14321095,5,0.048582307
Southeastern Pennsylvania Transportation Authority,10/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16293061,120,11536337,0.38821625,14456959.5,5,0.058530227
Southeastern Pennsylvania Transportation Authority,11/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16043677,120,11536337,0.366968007,14620873.67,5,0.070531928
Southeastern Pennsylvania Transportation Authority,12/1/12,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14653498,120,11536337,0.248520707,14675811.5,5,0.074554445
Southeastern Pennsylvania Transportation Authority,1/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15840073,120,11536337,0.349620353,14826551.75,5,0.085591559
Southeastern Pennsylvania Transportation Authority,2/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15025879,120,11536337,0.280248653,14890529,5,0.090275936
Southeastern Pennsylvania Transportation Authority,3/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16075817,120,11536337,0.369706428,14965396.83,5,0.095757715
Southeastern Pennsylvania Transportation Authority,4/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16161797,120,11536337,0.377032175,15146077.17,5,0.108987025
Southeastern Pennsylvania Transportation Authority,5/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",17095693,120,11536337,0.456602834,15346453.17,5,0.12365844
Southeastern Pennsylvania Transportation Authority,6/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14631956,120,11536337,0.246685266,15405266.92,5,0.127964749
Southeastern Pennsylvania Transportation Authority,7/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13953689,120,11536337,0.188894942,15403162.08,5,0.127810634
Southeastern Pennsylvania Transportation Authority,8/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13455597,120,11536337,0.146456053,15364679,5,0.124992925
Southeastern Pennsylvania Transportation Authority,9/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14929563,120,11536337,0.272042249,15346691.67,5,0.123675903
Southeastern Pennsylvania Transportation Authority,10/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16592757,120,11536337,0.413751222,15371666.33,5,0.125504534
Southeastern Pennsylvania Transportation Authority,11/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14913745,120,11536337,0.270694509,15277505.33,5,0.11861012
Southeastern Pennsylvania Transportation Authority,12/1/13,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14544144,120,11536337,0.239203428,15268392.5,5,0.117942883
Southeastern Pennsylvania Transportation Authority,1/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14599515,120,11536337,0.243921198,15165012.67,5,0.110373472
Southeastern Pennsylvania Transportation Authority,2/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13599701,120,11536337,0.158734134,15046164.5,5,0.101671477
Southeastern Pennsylvania Transportation Authority,3/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15716884,120,11536337,0.339124291,15016253.42,5,0.099481405
Southeastern Pennsylvania Transportation Authority,4/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15382694,120,11536337,0.31065033,14951328.17,5,0.094727616
Southeastern Pennsylvania Transportation Authority,5/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15470536,120,11536337,0.318134724,14815898.42,5,0.084811528
Southeastern Pennsylvania Transportation Authority,6/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14240665,120,11536337,0.213346133,14783290.83,5,0.082424019
Southeastern Pennsylvania Transportation Authority,7/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13172951,120,11536337,0.122373791,14718229.33,5,0.077660254
Southeastern Pennsylvania Transportation Authority,8/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12735445,120,11536337,0.085097005,14658216.67,5,0.073266161
Southeastern Pennsylvania Transportation Authority,9/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14116191,120,11536337,0.202740586,14590435.67,5,0.068303275
Southeastern Pennsylvania Transportation Authority,10/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16575891,120,11536337,0.412314189,14589030.17,5,0.068200365
Southeastern Pennsylvania Transportation Authority,11/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13809048,120,11536337,0.176571108,14496972.08,5,0.061459926
Southeastern Pennsylvania Transportation Authority,12/1/14,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14346651,120,11536337,0.222376449,14480514.33,5,0.060254899
Southeastern Pennsylvania Transportation Authority,1/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14383963,120,11536337,0.22555554,14462551.67,5,0.058939683
Southeastern Pennsylvania Transportation Authority,2/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13262122,120,11536337,0.12997142,14434420.08,5,0.056879904
Southeastern Pennsylvania Transportation Authority,3/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15023887,120,11536337,0.280078929,14376670.33,5,0.052651501
Southeastern Pennsylvania Transportation Authority,4/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14824013,120,11536337,0.263049082,14330113.58,5,0.049242643
Southeastern Pennsylvania Transportation Authority,5/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14968066,120,11536337,0.275322817,14288241.08,5,0.046176762
Southeastern Pennsylvania Transportation Authority,6/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14069405,120,11536337,0.198754282,14273969.42,5,0.045131799
Southeastern Pennsylvania Transportation Authority,7/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14831914,120,11536337,0.26372227,14412216.33,5,0.055254159
Southeastern Pennsylvania Transportation Authority,8/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14093461,120,11536337,0.200803924,14525384.33,5,0.063540254
Southeastern Pennsylvania Transportation Authority,9/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15084146,120,11536337,0.285213171,14606047.25,5,0.069446346
Southeastern Pennsylvania Transportation Authority,10/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16159279,120,11536337,0.376817634,14571329.58,5,0.066904339
Southeastern Pennsylvania Transportation Authority,11/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14960409,120,11536337,0.274670418,14667276.33,5,0.073929505
Southeastern Pennsylvania Transportation Authority,12/1/15,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15845595,120,11536337,0.350090843,14792188.33,5,0.083075489
Southeastern Pennsylvania Transportation Authority,1/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14590184,120,11536337,0.24312617,14809373.42,5,0.084333771
Southeastern Pennsylvania Transportation Authority,2/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14532846,120,11536337,0.238240805,14915267.08,5,0.092087244
Southeastern Pennsylvania Transportation Authority,3/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",16491759,120,11536337,0.405145898,15037589.75,5,0.101043639
Southeastern Pennsylvania Transportation Authority,4/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15751701,120,11536337,0.342090801,15114897.08,5,0.106704037
Southeastern Pennsylvania Transportation Authority,5/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",15574651,120,11536337,0.327005625,15165445.83,5,0.110405188
Southeastern Pennsylvania Transportation Authority,6/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14568670,120,11536337,0.241293114,15207051.25,5,0.113451512
Southeastern Pennsylvania Transportation Authority,7/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12351127,120,11536337,0.052351992,15000319,5,0.098314696
Southeastern Pennsylvania Transportation Authority,8/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13447023,120,11536337,0.145725523,14946449.17,5,0.094370378
Southeastern Pennsylvania Transportation Authority,9/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14496410,120,11536337,0.235136352,14897471.17,5,0.090784237
Southeastern Pennsylvania Transportation Authority,10/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14825363,120,11536337,0.263164106,14786311.5,5,0.082645191
Southeastern Pennsylvania Transportation Authority,11/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",10859072,120,11536337,-0.074775439,14444533.42,5,0.057620397
Southeastern Pennsylvania Transportation Authority,12/1/16,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13769882,120,11536337,0.17323405,14271557.33,5,0.044955188
Southeastern Pennsylvania Transportation Authority,1/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13570073,120,11536337,0.156209742,14186548.08,5,0.03873086
Southeastern Pennsylvania Transportation Authority,2/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13059233,120,11536337,0.112684686,14063747,5,0.029739435
Southeastern Pennsylvania Transportation Authority,3/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14812021,120,11536337,0.262027328,13923768.83,5,0.019490315
Southeastern Pennsylvania Transportation Authority,4/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13174520,120,11536337,0.122507474,13709003.75,5,0.003765339
Southeastern Pennsylvania Transportation Authority,5/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14440190,120,11536337,0.230346244,13614465.33,5,-0.003156709
Southeastern Pennsylvania Transportation Authority,6/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14431151,120,11536337,0.229576095,13603005.42,5,-0.003995797
Southeastern Pennsylvania Transportation Authority,7/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12061214,120,11536337,0.02765056,13578846,5,-0.005764736
Southeastern Pennsylvania Transportation Authority,8/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12818664,120,11536337,0.092187506,13526482.75,5,-0.009598743
Southeastern Pennsylvania Transportation Authority,9/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13842880,120,11536337,0.179453693,13472021.92,5,-0.013586334
Southeastern Pennsylvania Transportation Authority,10/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14828258,120,11536337,0.263410768,13472263.17,5,-0.01356867
Southeastern Pennsylvania Transportation Authority,11/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13722140,120,11536337,0.169166293,13710852.17,5,0.003900679
Southeastern Pennsylvania Transportation Authority,12/1/17,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12630969,120,11536337,0.076195346,13615942.75,5,-0.003048533
Southeastern Pennsylvania Transportation Authority,1/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13166337,120,11536337,0.121810259,13582298.08,5,-0.005511976
Southeastern Pennsylvania Transportation Authority,2/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12763354,120,11536337,0.087474933,13557641.5,5,-0.007317317
Southeastern Pennsylvania Transportation Authority,3/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13717792,120,11536337,0.168795831,13466455.75,5,-0.013993885
Southeastern Pennsylvania Transportation Authority,4/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13541404,120,11536337,0.153767059,13497029.42,5,-0.011755299
Southeastern Pennsylvania Transportation Authority,5/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13845503,120,11536337,0.17967718,13447472.17,5,-0.015383852
Southeastern Pennsylvania Transportation Authority,6/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14596662,120,11536337,0.243678114,13461264.75,5,-0.014373967
Southeastern Pennsylvania Transportation Authority,7/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",11950754,120,11536337,0.018239047,13452059.75,5,-0.015047952
Southeastern Pennsylvania Transportation Authority,8/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12422335,120,11536337,0.058419121,13419032.33,5,-0.0174662
Southeastern Pennsylvania Transportation Authority,9/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12636855,120,11536337,0.07669685,13318530.25,5,-0.024824905
Southeastern Pennsylvania Transportation Authority,10/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",14566132,120,11536337,0.241076869,13296686.42,5,-0.026424298
Southeastern Pennsylvania Transportation Authority,11/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12998004,120,11536337,0.107467797,13236341.75,5,-0.030842699
Southeastern Pennsylvania Transportation Authority,12/1/18,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12405588,120,11536337,0.056992228,13217560,5,-0.032217888
Southeastern Pennsylvania Transportation Authority,1/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12766969,120,11536337,0.087782942,13184279.33,5,-0.03465468
Southeastern Pennsylvania Transportation Authority,2/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",12020274,120,11536337,0.024162353,13122356,5,-0.03918867
Southeastern Pennsylvania Transportation Authority,3/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13379740,120,11536337,0.139992816,13094185,5,-0.041251335
Southeastern Pennsylvania Transportation Authority,4/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13480656,120,11536337,0.148591153,13089122.67,5,-0.041621996
Southeastern Pennsylvania Transportation Authority,5/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",13925180,120,11536337,0.186465892,13095762.42,5,-0.041135837
Southeastern Pennsylvania Transportation Authority,6/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",11403867,120,11536337,-0.028357319,12829696.17,5,-0.060617054
Southeastern Pennsylvania Transportation Authority,7/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",10398363,120,11536337,-0.114029188,12700330.25,5,-0.070089152
Southeastern Pennsylvania Transportation Authority,8/1/19,30019,3019,"Philadelphia, PA-NJ-DE-MD",5,"Philadelphia, PA-NJ-DE-MD",10618672,120,11536337,-0.095258219,12550025,5,-0.081094416
